2751	31
0
root	9.37216	17.8693	-17.3198
lhipjoint	9.37216	17.8693	-17.3198
lfemur	10.50261	16.03868	-16.24559
ltibia	10.8823	8.892478	-16.39281
lfoot	11.52728	1.935365	-19.09525
ltoes	11.58817	1.27824	-16.82124
rhipjoint	9.37216	17.8693	-17.3198
rfemur	7.86167	16.1878	-16.59838
rtibia	7.731672	8.765012	-16.21417
rfoot	7.777633	1.876202	-19.20222
rtoes	7.238139	1.082247	-16.98975
lowerback	9.37216	17.8693	-17.3198
upperback	9.498502	19.90211	-17.50293
thorax	9.537188	21.95138	-17.54569
lowerneck	9.47738	24.01536	-17.55727
upperneck	9.572816	25.76214	-17.70407
head	9.741477	27.46572	-17.25916
lclavicle	9.47738	24.01536	-17.55727
lhumerus	12.7907	25.37237	-17.3986
lradius	14.23505	22.45349	-13.62709
lwrist	12.34885	25.3611	-13.97812
lhand	11.40575	26.81491	-14.15364
lfingers	11.45042	27.4526	-14.4745
lthumb	11.40575	26.81491	-14.15364
rclavicle	9.47738	24.01536	-17.55727
rhumerus	6.379524	25.22293	-18.4711
rradius	6.363815	19.98622	-18.23844
rwrist	5.854642	16.83004	-16.9572
rhand	5.600055	15.25194	-16.31659
rfingers	5.332183	14.68999	-16.31759
rthumb	5.600055	15.25194	-16.31659
1
root	9.37285	17.8666	-17.3192
lhipjoint	9.37285	17.8666	-17.3192
lfemur	10.50749	16.03931	-16.24374
ltibia	10.88417	8.893107	-16.39876
lfoot	11.52517	1.934072	-19.0972
ltoes	11.58478	1.283461	-16.82128
rhipjoint	9.37285	17.8666	-17.3192
rfemur	7.86616	16.1824	-16.59614
rtibia	7.731592	8.759736	-16.21114
rfoot	7.778478	1.874981	-19.20851
rtoes	7.237542	1.080099	-16.99673
lowerback	9.37285	17.8666	-17.3192
upperback	9.497526	19.89939	-17.50372
thorax	9.53782	21.94868	-17.54409
lowerneck	9.481453	24.01278	-17.54944
upperneck	9.577982	25.75973	-17.69346
head	9.74344	27.46529	-17.25501
lclavicle	9.481453	24.01278	-17.54944
